GEM unit/phase ID,GEM location ID,Country,Wiki URL,Plant name,Unit name,Plant name (local),Plant name (other),Owner,Parent,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Previous Region,Latitude,Longitude,Location accuracy,Permits (Detail),Permits (Main Date Only),Captive,Captive industry use,Captive residential use,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Financier,Financier Public or Private,Financier Type,Domestic/International,Financier Country,Advisor,Type of Finance,Equity Partnership,Units Included,Financing Status,Repaid?,Close Date,Close Year,All Finance This Plant,This Financier's Total Share,This Financier's Unit Share,EPC Company,Insurance,Equipment (GENMFR),TurbMFR,BoilerMFR
G100000105551,L100000103572,Thailand,https://www.gem.wiki/Kao_Hin_Son_power_station,Kao Hin Son power station,Unit 2,"สถานีไฟฟ้าเขาหินซ้อน, สถานีไฟฟ้าฉะเชิงเทรา",Chachoengsao NPS power station,National Power Supply [100%],Double A Group PLC [100.0%],150,cancelled,,,,subcritical,Unknown,,,Khao Hin Son,,Phanom Sarakham,Chachoengsao,South-eastern Asia,Asia,SE Asia,13.744722,101.347222,approximate,,,,,,"10,442","96,100",53.00%,0.7,29.5,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105552,L100000103572,Thailand,https://www.gem.wiki/Kao_Hin_Son_power_station,Kao Hin Son power station,Unit 3,"สถานีไฟฟ้าเขาหินซ้อน, สถานีไฟฟ้าฉะเชิงเทรา",Chachoengsao NPS power station,National Power Supply [100%],Double A Group PLC [100.0%],150,cancelled,,,,subcritical,Unknown,,,Khao Hin Son,,Phanom Sarakham,Chachoengsao,South-eastern Asia,Asia,SE Asia,13.744722,101.347222,approximate,,,,,,"10,442","96,100",53.00%,0.7,29.5,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105553,L100000103572,Thailand,https://www.gem.wiki/Kao_Hin_Son_power_station,Kao Hin Son power station,Unit 4,"สถานีไฟฟ้าเขาหินซ้อน, สถานีไฟฟ้าฉะเชิงเทรา",Chachoengsao NPS power station,National Power Supply [100%],Double A Group PLC [100.0%],150,cancelled,,,,subcritical,Unknown,,,Khao Hin Son,,Phanom Sarakham,Chachoengsao,South-eastern Asia,Asia,SE Asia,13.744722,101.347222,approximate,,,,,,"10,442","96,100",53.00%,0.7,29.5,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105555,L100000103004,Kyrgyzstan,https://www.gem.wiki/Kara-Keche_power_station,Kara-Keche power station,--,Каракечинская ТЭС,,to be determined [100%],to be determined [100.0%],600,announced,,,,Unknown,Unknown,Kara Keche coal mine,,Kara-Keche,,,Naryn,Central Asia,Asia,Eurasia,41.71,74.76,approximate,,,,,,"8,605","96,100",53.00%,2.4,97.2,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000107179,L100000102690,Indonesia,https://www.gem.wiki/Nagan_Raya_power_station,Nagan Raya power station,Unit 3,,"印尼国电亚齐电站, 大唐米拉务电站, 印尼国电亚齐电站 (Unit 1, Unit 2), 大唐米拉务电站 (Unit 3, Unit 4)",PT Meulaboh Power Generation [100%],China Datang Overseas Investment Co Ltd [62.0%]; PT Pembangunan Perumahan [33.7%]; other Unknown/mixed entity types [4.0%],200,operating,2023,,,subcritical,Unknown,,,,,Nagan Raya,Aceh,South-eastern Asia,Asia,SE Asia,4.1156362,96.2024123,exact,,,,,,"10,442","96,100",53.00%,1,39.3,N/A,N/A,N/A,,N/A,,loan,,"3,4",Unknown,,,,,,,"China Datang Overseas Investment, PT Pembangunan Perumahan, PT Sumberdaya Sewatama",,,,
G100000107180,L100000102690,Indonesia,https://www.gem.wiki/Nagan_Raya_power_station,Nagan Raya power station,Unit 4,,"印尼国电亚齐电站, 大唐米拉务电站, 印尼国电亚齐电站 (Unit 1, Unit 2), 大唐米拉务电站 (Unit 3, Unit 4)",PT Meulaboh Power Generation [100%],China Datang Overseas Investment Co Ltd [62.0%]; PT Pembangunan Perumahan [33.7%]; other Unknown/mixed entity types [4.0%],200,operating,2023,,,subcritical,Unknown,,,,,Nagan Raya,Aceh,South-eastern Asia,Asia,SE Asia,4.1156362,96.2024123,exact,,,,,,"10,442","96,100",53.00%,1,39.3,N/A,N/A,N/A,,N/A,,loan,,"3,4",Unknown,,,,,,,"China Datang Overseas Investment, PT Pembangunan Perumahan, PT Sumberdaya Sewatama",,,,
G100000114902,L100000104619,Indonesia,https://www.gem.wiki/Nanshan_Industrial_Park_power_station,Nanshan Industrial Park power station,Phase I Unit 5,,南山宾坦工业园自备电厂,PT Bintan Alumina Indonesia,Global Aluminium International; Press Metal Aluminium Holdings Bhd; PT Mahkota Karya Utama,30,operating,2023,,,subcritical,Unknown,,,,Galang Batang,Bintan,Riau,South-eastern Asia,Asia,SE Asia,0.911643,104.6505404,exact,,,aluminum,power,,"10,442","96,100",53.00%,0.1,5.9,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000107744,L100000102788,Indonesia,https://www.gem.wiki/Palu_power_station,Palu power station,Unit 5,,中苏拉威西巴鲁电站(帕卢电站),PT PLN (Persero) [100%],PT PLN (Persero) [100.0%],50,construction,2024,,,subcritical,Unknown,,,Panau,North Palu,Jeneponto,Central Sulawesi,South-eastern Asia,Asia,SE Asia,-0.733203,119.85592,exact,,,,,,"10,442","96,100",53.00%,0.2,9.8,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,Doosan Heavy Industries,
G100000113216,L100000102788,Indonesia,https://www.gem.wiki/Palu_power_station,Palu power station,Unit 6,,中苏拉威西巴鲁电站(帕卢电站),PT PLN (Persero) [100%],PT PLN (Persero) [100.0%],50,construction,2024,,,subcritical,Unknown,,,Panau,North Palu,Jeneponto,Central Sulawesi,South-eastern Asia,Asia,SE Asia,-0.733203,119.85592,exact,,,,,,"10,442","96,100",53.00%,0.2,9.8,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,Doosan Heavy Industries,
G100000107836,L100000102827,Indonesia,https://www.gem.wiki/Parit_Baru_power_station,Parit Baru power station,Unit 3,,巴比巴卢电站,PT Praba Indopersada; China Gezhouba Group,China Energy Engineering Corp Ltd; HKSCC Nominees Ltd; PT Praba Indopersada,50,shelved,,,,subcritical,Unknown,,,Jungkat,Siantan,Pontianak,West Kalimantan,South-eastern Asia,Asia,SE Asia,0.05798,109.20362,exact,,,,,,"10,442","96,100",53.00%,0.2,9.8,N/A,N/A,N/A,,N/A,,,,"3,4",Unknown,,,,,,,,,,,
G100000107837,L100000102827,Indonesia,https://www.gem.wiki/Parit_Baru_power_station,Parit Baru power station,Unit 4,,巴比巴卢电站,PT Praba Indopersada; China Gezhouba Group,China Energy Engineering Corp Ltd; HKSCC Nominees Ltd; PT Praba Indopersada,50,shelved,,,,subcritical,Unknown,,,Jungkat,Siantan,Pontianak,West Kalimantan,South-eastern Asia,Asia,SE Asia,0.05798,109.20362,exact,,,,,,"10,442","96,100",53.00%,0.2,9.8,N/A,N/A,N/A,,N/A,,,,"3,4",Unknown,,,,,,,,,,,
G100000105661,L100000104444,Russia,https://www.gem.wiki/Kemerovskaya_GRES_power_station,Kemerovskaya GRES power station,Unit 9,"Кемеровская ГРЭС, Kemerovo SDPS",,Kuzbassenergo [100%],Siberian Coal Energy Company JSC [99.9%],35,operating,,,,subcritical,subbituminous,Kuzbass basin,fossil gas - natural gas,Kemerovo,Tsentralny,Kemerovo,Kemerovo,Eastern Europe,Europe,Eurasia,55.367655,86.069426,exact,,,,,,"12,183","96,100",53.00%,0.2,4,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105705,L100000103444,South Africa,https://www.gem.wiki/Khanyisa_power_station,Khanyisa power station,Unit 1,,,ACWA Power [100%],ACWA Power [100.0%],150,cancelled,,,,CFB,waste coal,eMalahleni,,Witbank,,,Mpumalanga,Sub-Saharan Africa,Africa,Africa and Middle East,-26.76955,29.200974,approximate,,,,,,"10,442","94,600",53.00%,0.7,29,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105706,L100000103444,South Africa,https://www.gem.wiki/Khanyisa_power_station,Khanyisa power station,Unit 2,,,ACWA Power [100%],ACWA Power [100.0%],150,cancelled,,,,CFB,waste coal,eMalahleni,,Witbank,,,Mpumalanga,Sub-Saharan Africa,Africa,Africa and Middle East,-25.876579,29.200974,approximate,,,,,,"10,442","94,600",53.00%,0.7,29,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105715,L100000102477,India,https://www.gem.wiki/Kharagprasad_power_station,Kharagprasad power station,Unit 2,,,Nava [100%],Nava [100.0%],64,operating,2013,,,subcritical,Unknown,,,,,Dhenkanal,Odisha,Southern Asia,Asia,South Asia,20.809441,85.288621,exact,,,other metals & mining,power,,"11,313","96,100",53.00%,0.3,10.2,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105719,L100000103393,Russia,https://www.gem.wiki/Kharanorskaya_power_station,Kharanorskaya power station,Unit 4,Харанорская ГРЭС,Kharanor power station,Inter RAO – Electric Power Generation [100%],Inter RAO PJSC [100.0%],100,cancelled,2025,,,subcritical,lignite,,,Yasnogorsk,,Olovyanninsky,Zabaykalsky Krai,Eastern Europe,Europe,Eurasia,50.85526,115.70118,exact,,,,,,"10,442","101,000",53.00%,0.5,20.7,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105722,L100000102345,India,https://www.gem.wiki/Khargone_power_station,Khargone power station,Unit 1,,,NTPC [100%],NTPC [100.0%],660,operating,2019,,,ultra-supercritical,Unknown,,,Selda,Barwah,Khargone,Madhya Pradesh,Southern Asia,Asia,South Asia,22.065169,75.851943,exact,"March 31, 2015 – Environmental Clearance; Terms of Reference extension: 2014-07-25","Year: 2015, Month: 3, Day: 31",,,,"8,272","96,100",53.00%,2.6,92.5,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105723,L100000102345,India,https://www.gem.wiki/Khargone_power_station,Khargone power station,Unit 2,,,NTPC [100%],NTPC [100.0%],660,operating,2020,,,ultra-supercritical,Unknown,,,Selda,Barwah,Khargone,Madhya Pradesh,Southern Asia,Asia,South Asia,22.065169,75.851943,exact,"March 31, 2015 – Environmental Clearance; Terms of Reference extension: 2014-07-25","Year: 2015, Month: 3, Day: 31",,,,"8,272","96,100",53.00%,2.6,95.1,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,Larsen & Toubro,,,,
G100000105726,L100000100076,Bangladesh,https://www.gem.wiki/Khulna_power_station_(Orion),Khulna power station (Orion),--,,"Labanchara, Burirdanga",Orion Power Khulna [100%],Orion Group,660,cancelled,,,,supercritical,Unknown,Indonesia,,Burirdanga,Mongla,Bagerhat,Khulna,Southern Asia,Asia,South Asia,22.571219,89.566212,exact,,,,,,"8,409","96,100",53.00%,2.6,104.5,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105770,L100000103445,South Africa,https://www.gem.wiki/KiPower_power_station,KiPower power station,Unit 1,,Delmas Mine plant,KiPower [100%],Kuyasa Mining Pty Ltd,150,cancelled,,,,subcritical,bituminous,"Delmas coal mine, SA",,Delmas,,,Mpumalanga,Sub-Saharan Africa,Africa,Africa and Middle East,-26.14658,28.680861,approximate,,,,,,"10,442","94,600",53.00%,0.7,29,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105771,L100000103445,South Africa,https://www.gem.wiki/KiPower_power_station,KiPower power station,Unit 2,,Delmas Mine plant,KiPower [100%],Kuyasa Mining Pty Ltd,150,cancelled,,,,subcritical,bituminous,"Delmas coal mine, SA",,Delmas,,,Mpumalanga,Sub-Saharan Africa,Africa,Africa and Middle East,-26.14658,28.680861,approximate,,,,,,"10,442","94,600",53.00%,0.7,29,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105772,L100000103445,South Africa,https://www.gem.wiki/KiPower_power_station,KiPower power station,Unit 3,,Delmas Mine plant,KiPower [100%],Kuyasa Mining Pty Ltd,150,cancelled,,,,subcritical,bituminous,"Delmas coal mine, SA",,Delmas,,,Mpumalanga,Sub-Saharan Africa,Africa,Africa and Middle East,-26.14658,28.680861,approximate,,,,,,"10,442","94,600",53.00%,0.7,29,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105773,L100000103445,South Africa,https://www.gem.wiki/KiPower_power_station,KiPower power station,Unit 4,,Delmas Mine plant,KiPower [100%],Kuyasa Mining Pty Ltd,150,cancelled,,,,subcritical,bituminous,"Delmas coal mine, SA",,Delmas,,,Mpumalanga,Sub-Saharan Africa,Africa,Africa and Middle East,-26.14658,28.680861,approximate,,,,,,"10,442","94,600",53.00%,0.7,29,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000115355,L100000104831,Indonesia,https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station,PT Halmahera Persada Lygend Nickel Smelter power station,Phase III Unit 5,,宁波力勤印尼镍铁项目自备电厂,PT Obi Nickel Cobalt [100%],Harita Group [63.1%]; Ningbo Lygend [36.9%],380,pre-permit,,,,Unknown,Unknown,,,Kawasi,Obi,South Halmahera,Maluku,South-eastern Asia,Asia,SE Asia,-1.5614331,127.4210337,exact,,,"other metals & mining, nickel",power,,"9,466","96,100",53.00%,1.7,67.7,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,Energy China,,,,
G100000115356,L100000104831,Indonesia,https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station,PT Halmahera Persada Lygend Nickel Smelter power station,Phase III Unit 6,,宁波力勤印尼镍铁项目自备电厂,PT Obi Nickel Cobalt [100%],Harita Group [63.1%]; Ningbo Lygend [36.9%],380,pre-permit,,,,Unknown,Unknown,,,Kawasi,Obi,South Halmahera,Maluku,South-eastern Asia,Asia,SE Asia,-1.5614331,127.4210337,exact,,,"other metals & mining, nickel",power,,"9,466","96,100",53.00%,1.7,67.7,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,Energy China,,,,
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105787,L100000103562,Tanzania,https://www.gem.wiki/Kiwira_Mine-2_power_station,Kiwira Mine-2 power station,Unit 1,,,Kiwira Coal and Power [100%],Kibo Energy PLC,50,announced,2027,,,subcritical,Unknown,Songwe-Kiwira coalfield,,,,,Mbeya,Sub-Saharan Africa,Africa,Africa and Middle East,-9.485085,33.670349,exact,,,,,,"10,442","96,100",53.00%,0.2,9.8,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105788,L100000103562,Tanzania,https://www.gem.wiki/Kiwira_Mine-2_power_station,Kiwira Mine-2 power station,Unit 2,,,Kiwira Coal and Power [100%],Kibo Energy PLC,50,announced,2027,,,subcritical,Unknown,Songwe-Kiwira coalfield,,,,,Mbeya,Sub-Saharan Africa,Africa,Africa and Middle East,-9.485085,33.670349,exact,,,,,,"10,442","96,100",53.00%,0.2,9.8,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105789,L100000103562,Tanzania,https://www.gem.wiki/Kiwira_Mine-2_power_station,Kiwira Mine-2 power station,Unit 3,,,Kiwira Coal and Power [100%],Kibo Energy PLC,50,announced,2027,,,subcritical,Unknown,Songwe-Kiwira coalfield,,,,,Mbeya,Sub-Saharan Africa,Africa,Africa and Middle East,-9.485085,33.670349,exact,,,,,,"10,442","96,100",53.00%,0.2,9.8,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105790,L100000103562,Tanzania,https://www.gem.wiki/Kiwira_Mine-2_power_station,Kiwira Mine-2 power station,Unit 4,,,Kiwira Coal and Power [100%],Kibo Energy PLC,50,announced,2027,,,subcritical,Unknown,Songwe-Kiwira coalfield,,,,,Mbeya,Sub-Saharan Africa,Africa,Africa and Middle East,-9.485085,33.670349,exact,,,,,,"10,442","96,100",53.00%,0.2,9.8,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105792,L100000101799,Czech Republic,https://www.gem.wiki/Kladno_power_station,Kladno power station,Unit TG7,,,Sev.en Energy [100%],Sev.en Energy [100.0%],135,operating,2014,,,subcritical,bituminous,,bioenergy - Unknown,Kladno,,,Central Bohemian,Eastern Europe,Europe,EU27,50.15341,14.1285,exact,,,,,,"10,442","94,600",53.00%,0.7,20.3,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105801,L100000102272,India,https://www.gem.wiki/Koderma_Thermal_Power_Station,Koderma Thermal Power Station,Unit 2,,KTPS,Damodar Valley [100%],Damodar Valley [100.0%],500,operating,2013,,,subcritical,Unknown,,,Hirodih,Chandwara,Koderma,Jharkhand,Southern Asia,Asia,South Asia,24.391534,85.561899,exact,,,,,,"9,572","96,100",53.00%,2.3,67.6,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105802,L100000100018,Australia,https://www.gem.wiki/Kogan_Creek_power_station,Kogan Creek power station,Unit 1,,,CS Energy [100%],CS Energy [100.0%],750,operating,2007,,2042,supercritical,bituminous,Kogan Creek mine,,Brigalow,,,Queensland,Australia and New Zealand,Oceania,Australia/NZ,-26.917881,150.750738,exact,,,,,,"9,250","94,600",53.00%,3.2,64.3,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105803,L100000103102,Nigeria,https://www.gem.wiki/Kogi_power_station,Kogi power station,Unit 1,,"Itobe power station, Ogbogbo power station, Zuma Coal-Fired Power Plant",Itobe 1 Coal Power Plant [100%],Zuma Energy,150,cancelled,,,,subcritical,Unknown,Domestic (in state of Kogi),,Itobe,,,Kogi,Sub-Saharan Africa,Africa,Africa and Middle East,7.5477,7.3094,approximate,,,,,,"10,442","96,100",53.00%,0.7,29.5,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105805,L100000103102,Nigeria,https://www.gem.wiki/Kogi_power_station,Kogi power station,Unit 2,,"Itobe power station, Ogbogbo power station, Zuma Coal-Fired Power Plant",Itobe 1 Coal Power Plant [100%],Zuma Energy,150,cancelled,,,,subcritical,Unknown,Domestic (in state of Kogi),,Itobe,,,Kogi,Sub-Saharan Africa,Africa,Africa and Middle East,7.5477,7.3094,approximate,,,,,,"10,442","96,100",53.00%,0.7,29.5,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105806,L100000103102,Nigeria,https://www.gem.wiki/Kogi_power_station,Kogi power station,Unit 3,,"Itobe power station, Ogbogbo power station, Zuma Coal-Fired Power Plant",Itobe 2 Coal Power Plant [100%],Zuma Energy,150,cancelled,,,,subcritical,Unknown,Domestic (in state of Kogi),,Itobe,,,Kogi,Sub-Saharan Africa,Africa,Africa and Middle East,7.5477,7.3094,approximate,,,,,,"10,442","96,100",53.00%,0.7,29.5,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105807,L100000103102,Nigeria,https://www.gem.wiki/Kogi_power_station,Kogi power station,Unit 4,,"Itobe power station, Ogbogbo power station, Zuma Coal-Fired Power Plant",Itobe 2 Coal Power Plant [100%],Zuma Energy,150,cancelled,,,,subcritical,Unknown,Domestic (in state of Kogi),,Itobe,,,Kogi,Sub-Saharan Africa,Africa,Africa and Middle East,7.5477,7.3094,approximate,,,,,,"10,442","96,100",53.00%,0.7,29.5,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105808,L100000100154,Cambodia,https://www.gem.wiki/Koh_Kong_power_station,Koh Kong power station,--,,Laem Yai Saen power station,to be determined [100%],to be determined [100.0%],2400,cancelled,,,,Unknown,Unknown,,,,,,Koh Kong,South-eastern Asia,Asia,SE Asia,11.399167,103.494722,approximate,,,,,,"8,605","96,100",53.00%,9.7,388.9,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000115357,L100000104831,Indonesia,https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station,PT Halmahera Persada Lygend Nickel Smelter power station,Phase III Unit 7,,宁波力勤印尼镍铁项目自备电厂,PT Obi Nickel Cobalt [100%],Harita Group [63.1%]; Ningbo Lygend [36.9%],380,pre-permit,,,,Unknown,Unknown,,,Kawasi,Obi,South Halmahera,Maluku,South-eastern Asia,Asia,SE Asia,-1.5614331,127.4210337,exact,,,"other metals & mining, nickel",power,,"9,466","96,100",53.00%,1.7,67.7,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,Energy China,,,,
G100000105818,L100000103407,Serbia,https://www.gem.wiki/Kolubara_B_power_station,Kolubara B power station,Unit 2,,Kolubara-B power station,Elektroprivreda Srbije Beograd [100%],Elektroprivreda Srbije Beograd [100.0%],375,cancelled,,,,Unknown,lignite,Kolubara mining basin,,Belgrade,,,Veliki Crljeni,Southern Europe,Europe,non-EU Europe,44.4675,20.28444,approximate,,,,,,"9,466","101,000",53.00%,1.8,70.2,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105843,L100000100099,Bosnia and Herzegovina,https://www.gem.wiki/Kongora_Thermal_Power_Plant,Kongora Thermal Power Plant,Unit 1,,,Elektroprivreda HZHB Mostar [100%],Government of the Federation of Bosnia and Herzegovina [90.0%]; others [10.0%],275,cancelled,,,,subcritical,lignite,Kongora lignite deposit,,Tomislavgrad,,,FBIH,Southern Europe,Europe,non-EU Europe,43.64611,17.33139,approximate,,,,,,"10,442","101,000",53.00%,1.4,56.8,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105844,L100000100099,Bosnia and Herzegovina,https://www.gem.wiki/Kongora_Thermal_Power_Plant,Kongora Thermal Power Plant,Unit 2,,,Elektroprivreda HZHB Mostar [100%],Government of the Federation of Bosnia and Herzegovina [90.0%]; others [10.0%],275,cancelled,,,,subcritical,lignite,Kongora lignite deposit,,Tomislavgrad,,,FBIH,Southern Europe,Europe,non-EU Europe,43.64611,17.33139,approximate,,,,,,"10,442","101,000",53.00%,1.4,56.8,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000115358,L100000104831,Indonesia,https://www.gem.wiki/PT_Halmahera_Persada_Lygend_Nickel_Smelter_power_station,PT Halmahera Persada Lygend Nickel Smelter power station,Phase III Unit 8,,宁波力勤印尼镍铁项目自备电厂,PT Obi Nickel Cobalt [100%],Harita Group [63.1%]; Ningbo Lygend [36.9%],380,pre-permit,,,,Unknown,Unknown,,,Kawasi,Obi,South Halmahera,Maluku,South-eastern Asia,Asia,SE Asia,-1.5614331,127.4210337,exact,,,"other metals & mining, nickel",power,,"9,466","96,100",53.00%,1.7,67.7,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,Energy China,,,,
G100000105852,L100000102411,India,https://www.gem.wiki/Koradi_Thermal_Power_Station,Koradi Thermal Power Station,Unit 10,,,Maharashtra State Power Generation [100%],MSEB Holding Co Ltd [100.0%],660,operating,2016,,,supercritical,bituminous,,,Koradi,Kamptee,Nagpur,Maharashtra,Southern Asia,Asia,South Asia,21.2359824,79.0919495,exact,"January 4, 2010 – Environmental Clearance","Year: 2010, Month: 1, Day: 4",,,,"8,409","94,600",53.00%,2.6,84.9,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105859,L100000102411,India,https://www.gem.wiki/Koradi_Thermal_Power_Station,Koradi Thermal Power Station,Unit 8,,,Maharashtra State Power Generation [100%],MSEB Holding Co Ltd [100.0%],660,operating,2015,,,supercritical,bituminous,,,Koradi,Kamptee,Nagpur,Maharashtra,Southern Asia,Asia,South Asia,21.2359824,79.0919495,exact,"January 4, 2010 – Environmental Clearance","Year: 2010, Month: 1, Day: 4",,,,"8,409","94,600",53.00%,2.6,82.3,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105860,L100000102411,India,https://www.gem.wiki/Koradi_Thermal_Power_Station,Koradi Thermal Power Station,Unit 9,,,Maharashtra State Power Generation [100%],MSEB Holding Co Ltd [100.0%],660,operating,2016,,,supercritical,bituminous,,,Koradi,Kamptee,Nagpur,Maharashtra,Southern Asia,Asia,South Asia,21.2359824,79.0919495,exact,"January 4, 2010 – Environmental Clearance","Year: 2010, Month: 1, Day: 4",,,,"8,409","94,600",53.00%,2.6,84.9,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105891,L100000102529,India,https://www.gem.wiki/Kota_Complex_power_station,Kota Complex power station,Unit A,,,DCM Shriram Fertilisers & Chemicals [100%],DCM Shriram Ltd,85,operating,,,,subcritical,Unknown,,,Kota,Ladpura,Kota,Rajasthan,Southern Asia,Asia,South Asia,25.128632,75.883521,exact,,,,,,"12,183","96,100",53.00%,0.5,9.7,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000105929,L100000105030,Thailand,https://www.gem.wiki/Krabi_coal_power_station,Krabi coal power station,--,สถานีไฟฟ้าถ่านหินกระบี่,,Electricity Generating Authority of Thailand [100%],Electricity Generating Authority of Thailand [100.0%],870,cancelled,,,,Unknown,subbituminous,"South Africa, Indonesia",,Krabi,,Nua Khlong,Krabi,South-eastern Asia,Asia,SE Asia,8.059167,98.918889,approximate,,,,,,"8,605","96,100",53.00%,3.5,141,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
